date,close,volume,open,high,low
'2016/07/28',83.1200,7465956.0000,83.4600,83.4900,82.1201
'2016/07/27',83.1000,11603940.0000,83.6000,83.6400,83.0000
'2016/07/26',83.5900,7708331.0000,82.8600,83.6300,82.6300
'2016/07/25',83.1900,13182970.0000,84.4700,84.7900,82.6100
'2016/07/22',84.4900,5987680.0000,84.0000,84.5000,83.8100
'2016/07/21',84.1800,10176750.0000,84.7100,85.0000,83.6600
'2016/07/20',84.4200,13980800.0000,83.2700,84.7000,83.2300
'2016/07/19',82.7700,9792308.0000,82.4800,83.6900,82.0500
'2016/07/18',82.6500,12107370.0000,80.6000,82.7900,80.6000
'2016/07/15',81.2500,8915419.0000,81.7800,82.4900,80.9650
'2016/07/14',81.7400,9356488.0000,81.1800,82.2400,80.8600
'2016/07/13',80.5700,10727800.0000,81.8300,81.8800,80.3700
'2016/07/12',81.7400,15265190.0000,81.7900,82.8800,81.5100
'2016/07/11',81.4600,17367400.0000,79.3300,81.9000,79.2400
'2016/07/08',78.9900,14011640.0000,78.4400,79.3500,77.8000
'2016/07/07',79.3500,6808656.0000,79.0000,79.4899,78.7100
'2016/07/06',78.6400,7737637.0000,78.4700,78.8200,77.6800
'2016/07/05',78.9700,6837814.0000,79.0400,79.5500,78.3700
'2016/07/01',79.6500,7264578.0000,79.1200,80.0500,79.1200
'2016/06/30',79.5300,12483880.0000,78.3100,79.7600,78.2800
'2016/06/29',78.0400,11449960.0000,76.9800,78.4800,76.9000
'2016/06/28',76.2800,11238520.0000,75.5000,76.6000,75.5000
'2016/06/27',74.2300,15203760.0000,75.8000,76.2900,73.3000
'2016/06/24',76.2900,18148590.0000,76.8300,77.5000,75.4300
'2016/06/23',79.1400,8258057.0000,79.1600,79.4600,78.5500
'2016/06/22',78.7300,8160558.0000,79.0400,79.1200,78.2100
'2016/06/21',78.6200,8865212.0000,78.7500,79.0800,78.4000
'2016/06/20',78.1500,9603659.0000,77.9000,78.7899,77.8400
'2016/06/17',77.0000,15547790.0000,78.4500,78.4500,76.4800
'2016/06/16',78.2700,13551820.0000,77.8400,78.4000,76.2000
'2016/06/15',78.3900,14720240.0000,78.3100,78.7686,77.5100
'2016/06/14',77.7700,22349320.0000,76.8900,78.4500,76.7500
'2016/06/13',75.4500,11289770.0000,75.2500,76.4550,74.8500
'2016/06/10',75.9200,10419660.0000,76.4300,77.0500,75.7600
'2016/06/09',77.5600,8991859.0000,77.3900,78.0700,76.7800
'2016/06/08',77.6400,11603380.0000,78.0000,78.5300,77.3750
'2016/06/07',77.8400,12876640.0000,78.1900,78.3700,77.3200
'2016/06/06',78.0600,19155500.0000,77.1100,78.3300,76.7000
'2016/06/03',76.6200,23675020.0000,77.2400,77.8000,75.7100
'2016/06/02',77.3000,45371220.0000,76.6500,77.7500,76.5600
'2016/06/01',76.6900,62462540.0000,79.1500,80.1400,76.5500
'2016/05/31',82.0000,77980590.0000,81.0000,82.0300,80.2000
'2016/05/27',80.9700,24544870.0000,78.4900,81.0000,78.3900
'2016/05/26',78.3500,26930700.0000,76.9900,78.8650,76.8000
'2016/05/25',75.5900,49605940.0000,78.5300,79.2000,74.1200
'2016/05/24',81.1200,16675160.0000,79.1700,81.3100,79.0700
'2016/05/23',79.0000,7172888.0000,78.9500,79.5000,78.6000
'2016/05/20',78.7900,11037240.0000,79.0700,79.4500,78.3501
'2016/05/19',78.3200,8311218.0000,78.6500,79.2600,77.6000
'2016/05/18',79.0300,9070749.0000,78.7100,80.0000,78.4700
'2016/05/17',79.3500,10970500.0000,79.8300,80.2000,79.3100
'2016/05/16',79.2900,11637290.0000,77.8600,79.9300,77.5900
'2016/05/13',77.1600,10073650.0000,78.8250,79.1600,76.9700
'2016/05/12',79.1600,8773294.0000,80.0100,80.4500,78.3200
'2016/05/11',79.8000,11059650.0000,79.4300,80.4850,79.4100
'2016/05/10',79.7200,9315502.0000,79.7900,79.9800,79.1500
'2016/05/09',79.4100,11783380.0000,78.9400,79.9800,78.8900
'2016/05/06',79.2000,12852580.0000,78.3500,79.7200,78.2500
'2016/05/05',78.8300,27940170.0000,79.5200,79.9400,78.1000
'2016/05/04',75.8200,14289990.0000,75.6400,75.9100,75.0100
'2016/05/03',75.9100,8008683.0000,75.9600,76.2700,75.4250
'2016/05/02',76.6100,7715004.0000,76.8900,77.0000,75.9400
'2016/04/29',76.9400,10096800.0000,76.8100,77.2800,75.6600
'2016/04/28',76.4000,9948096.0000,77.6500,77.9000,76.0900
'2016/04/27',77.6500,11456400.0000,78.3000,78.6200,76.5700
'2016/04/26',78.6100,9576697.0000,78.8500,79.5600,77.8001
'2016/04/25',78.8400,9184890.0000,79.8000,79.8400,78.6800
'2016/04/22',79.8900,8628875.0000,80.1200,85.8900,79.1550
'2016/04/21',80.7800,8812676.0000,81.0800,81.7800,80.2000
'2016/04/20',81.2100,14900920.0000,79.0000,81.7350,78.9900
'2016/04/19',79.4600,14727460.0000,79.2000,80.4800,78.4700
'2016/04/18',79.0100,7761672.0000,78.5200,79.1200,77.7100
'2016/04/15',78.9700,11696030.0000,79.4500,79.7500,78.4600
